:START_ID,:END_ID,relation,:TYPE
300,1800,belongsTo,belongsTo
301,1800,belongsTo,belongsTo
302,1800,belongsTo,belongsTo
303,1800,belongsTo,belongsTo
304,1800,belongsTo,belongsTo
305,1800,belongsTo,belongsTo
306,1800,belongsTo,belongsTo
307,1800,belongsTo,belongsTo
308,1800,belongsTo,belongsTo
309,1800,belongsTo,belongsTo
310,1800,belongsTo,belongsTo
311,1800,belongsTo,belongsTo
312,1800,belongsTo,belongsTo
313,1800,belongsTo,belongsTo
314,1800,belongsTo,belongsTo
315,1800,belongsTo,belongsTo
316,1800,belongsTo,belongsTo
317,1800,belongsTo,belongsTo
318,1800,belongsTo,belongsTo
319,1800,belongsTo,belongsTo
320,1800,belongsTo,belongsTo
321,1800,belongsTo,belongsTo
322,1800,belongsTo,belongsTo
323,1800,belongsTo,belongsTo
324,1800,belongsTo,belongsTo
325,1800,belongsTo,belongsTo
326,1800,belongsTo,belongsTo
327,1800,belongsTo,belongsTo
328,1800,belongsTo,belongsTo
329,1800,belongsTo,belongsTo
330,1800,belongsTo,belongsTo
331,1800,belongsTo,belongsTo
332,1800,belongsTo,belongsTo
333,1800,belongsTo,belongsTo
334,1800,belongsTo,belongsTo
335,1800,belongsTo,belongsTo
336,1800,belongsTo,belongsTo
337,1800,belongsTo,belongsTo
338,1800,belongsTo,belongsTo
339,1800,belongsTo,belongsTo
340,1800,belongsTo,belongsTo
341,1800,belongsTo,belongsTo
342,1800,belongsTo,belongsTo
343,1800,belongsTo,belongsTo
344,1800,belongsTo,belongsTo
345,1800,belongsTo,belongsTo
346,1800,belongsTo,belongsTo
347,1800,belongsTo,belongsTo
348,1800,belongsTo,belongsTo
349,1800,belongsTo,belongsTo
350,1800,belongsTo,belongsTo
351,1800,belongsTo,belongsTo
352,1800,belongsTo,belongsTo
353,1800,belongsTo,belongsTo
354,1800,belongsTo,belongsTo
355,1800,belongsTo,belongsTo
356,1800,belongsTo,belongsTo
357,1800,belongsTo,belongsTo
358,1800,belongsTo,belongsTo
359,1800,belongsTo,belongsTo
360,1800,belongsTo,belongsTo
361,1800,belongsTo,belongsTo
362,1800,belongsTo,belongsTo
363,1800,belongsTo,belongsTo
364,1800,belongsTo,belongsTo
365,1800,belongsTo,belongsTo
366,1800,belongsTo,belongsTo
367,1800,belongsTo,belongsTo
368,1800,belongsTo,belongsTo
369,1800,belongsTo,belongsTo
370,1800,belongsTo,belongsTo
371,1800,belongsTo,belongsTo
372,1800,belongsTo,belongsTo
373,1800,belongsTo,belongsTo
374,1800,belongsTo,belongsTo
375,1800,belongsTo,belongsTo
376,1800,belongsTo,belongsTo
377,1800,belongsTo,belongsTo
378,1800,belongsTo,belongsTo
379,1800,belongsTo,belongsTo
380,1800,belongsTo,belongsTo
381,1800,belongsTo,belongsTo
382,1800,belongsTo,belongsTo
383,1800,belongsTo,belongsTo
384,1800,belongsTo,belongsTo
385,1800,belongsTo,belongsTo
386,1800,belongsTo,belongsTo
387,1800,belongsTo,belongsTo
388,1800,belongsTo,belongsTo
389,1800,belongsTo,belongsTo
390,1800,belongsTo,belongsTo
391,1800,belongsTo,belongsTo
392,1800,belongsTo,belongsTo
393,1800,belongsTo,belongsTo
394,1800,belongsTo,belongsTo
395,1800,belongsTo,belongsTo
396,1800,belongsTo,belongsTo
397,1800,belongsTo,belongsTo
398,1800,belongsTo,belongsTo
399,1800,belongsTo,belongsTo
400,1800,belongsTo,belongsTo
401,1800,belongsTo,belongsTo
402,1800,belongsTo,belongsTo
403,1800,belongsTo,belongsTo
404,1800,belongsTo,belongsTo
405,1800,belongsTo,belongsTo
406,1800,belongsTo,belongsTo
407,1800,belongsTo,belongsTo
408,1800,belongsTo,belongsTo
409,1800,belongsTo,belongsTo
410,1800,belongsTo,belongsTo
411,1800,belongsTo,belongsTo
412,1800,belongsTo,belongsTo
413,1800,belongsTo,belongsTo
414,1800,belongsTo,belongsTo
415,1800,belongsTo,belongsTo
416,1800,belongsTo,belongsTo
417,1800,belongsTo,belongsTo
418,1800,belongsTo,belongsTo
419,1800,belongsTo,belongsTo
420,1800,belongsTo,belongsTo
421,1800,belongsTo,belongsTo
422,1800,belongsTo,belongsTo
423,1800,belongsTo,belongsTo
424,1800,belongsTo,belongsTo
425,1800,belongsTo,belongsTo
426,1800,belongsTo,belongsTo
427,1800,belongsTo,belongsTo
428,1800,belongsTo,belongsTo
429,1800,belongsTo,belongsTo
430,1800,belongsTo,belongsTo
431,1800,belongsTo,belongsTo
432,1800,belongsTo,belongsTo
433,1800,belongsTo,belongsTo
434,1800,belongsTo,belongsTo
435,1800,belongsTo,belongsTo
436,1800,belongsTo,belongsTo
437,1800,belongsTo,belongsTo
438,1800,belongsTo,belongsTo
439,1800,belongsTo,belongsTo
440,1800,belongsTo,belongsTo
441,1800,belongsTo,belongsTo
442,1800,belongsTo,belongsTo
443,1800,belongsTo,belongsTo
444,1800,belongsTo,belongsTo
445,1800,belongsTo,belongsTo
446,1800,belongsTo,belongsTo
447,1800,belongsTo,belongsTo
448,1800,belongsTo,belongsTo
449,1800,belongsTo,belongsTo
450,1800,belongsTo,belongsTo
451,1800,belongsTo,belongsTo
452,1800,belongsTo,belongsTo
453,1800,belongsTo,belongsTo
454,1800,belongsTo,belongsTo
455,1800,belongsTo,belongsTo
456,1800,belongsTo,belongsTo
457,1800,belongsTo,belongsTo
458,1800,belongsTo,belongsTo
459,1800,belongsTo,belongsTo
460,1800,belongsTo,belongsTo
461,1800,belongsTo,belongsTo
462,1800,belongsTo,belongsTo
463,1800,belongsTo,belongsTo
464,1800,belongsTo,belongsTo
