:START_ID,:END_ID,relation,:TYPE
40,200,belongsTo,belongsTo
41,200,belongsTo,belongsTo
42,200,belongsTo,belongsTo
43,200,belongsTo,belongsTo
44,200,belongsTo,belongsTo
45,200,belongsTo,belongsTo
46,200,belongsTo,belongsTo
47,200,belongsTo,belongsTo
48,200,belongsTo,belongsTo
49,200,belongsTo,belongsTo
50,200,belongsTo,belongsTo
51,200,belongsTo,belongsTo
52,200,belongsTo,belongsTo
53,200,belongsTo,belongsTo
54,200,belongsTo,belongsTo
55,200,belongsTo,belongsTo
56,200,belongsTo,belongsTo
57,200,belongsTo,belongsTo
58,200,belongsTo,belongsTo
59,200,belongsTo,belongsTo
60,200,belongsTo,belongsTo
61,200,belongsTo,belongsTo
62,200,belongsTo,belongsTo
63,200,belongsTo,belongsTo
64,200,belongsTo,belongsTo
65,200,belongsTo,belongsTo
66,200,belongsTo,belongsTo
67,200,belongsTo,belongsTo
68,200,belongsTo,belongsTo
69,200,belongsTo,belongsTo
70,200,belongsTo,belongsTo
71,200,belongsTo,belongsTo
72,200,belongsTo,belongsTo
73,200,belongsTo,belongsTo
